label,text
Harrasment,""" like Snoop said in 94 we dont love these hoes """
Harrasment,""" most hated but the hoes favorite "" #2MW #SevenOne # http://t.co/BMdSVMc3rC"
Harrasment,""" nice girls bad, make me get naughty. Bad yello hoe, real nice body. Down south chick, like em real thick"" http://t.co/bzRDl3kF7U"
Harrasment,""" pimps up pimps up hoes down "" Future voice"
Harrasment,""" post a picture of that pussy get 200 likes """
Harrasment,""" pussy is a powerful drug "" &#128517; #HappyHumpDay http://t.co/R8jsymiB5b"
Harrasment,""" quick piece of pussy call it a drive by """
Harrasment,""" running round here like some brand new pussy thats bout to get fucked """
Harrasment,""" these bitches even worst they'll send them guys for you """
Harrasment,""" these hoes like niggas that spend money not talk bout it """
Harrasment,""" we dont trust these niggas all these bitches """
Harrasment,""" yall niggas b cuffing hoes cause yall aint never have bitches """
Harrasment,""" you dodge a bullet "" &#128517; &#8220;@DaRealKha: ""All da bitches I cut off pregnant or bound to be ....thank God &#128591;""&#8221;"
Harrasment,""" young Pill Chamberlain these bitches love my music """
Harrasment,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@VandalSavage_: Teanna Trump probably cleaner than most of these twitter hoes but........."""
Harrasment,"""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;@DaHomieFuzz: Gay niggas couldn't wait to act like bitches tonight"""
Harrasment,"""&#128514;&#128514;&#128514;@The_Paradox: And ima steal his cat n replace it with a pitbull &#128514;&#128514;&#128514;&#128514; RT @80sbaby4life: @The_Paradox He a bitch you should do it"""
Harrasment,"""&amp; he's gone always be a hoe"""
Harrasment,"""...Son of a bitch took my Tic Tacs.""

I like this movie."
Harrasment,"""..All I wanna do is get money and fuck model bitches!"" - Russell Simmons"
Harrasment,"""@2015seniorprobs: I probably wouldn&#8217;t mind school as much if we didn&#8217;t have to deal with bitch ass teachers"". Retweet"
Harrasment,"""@A7XDemery: I'm a fucking fag they said"""
Harrasment,"""@ARIZZLEINDACUT: Females think dating a pussy is cute now? http://t.co/VxBJg26Gsz"" how does doing this stuff make him a pussy?"
Harrasment,"""@AdoreBellaaa: Have ya ever asked your bitch for other bitches - kanye voice"" Yes"
Harrasment,"""@AdoreZoey: How u gone bring ur side bitch to a game where You know Ya gf friends at ?! &#128553;&#128553;&#128553;&#128553;"" I SWEAR!!!!!"
Harrasment,"""@Almightywayne__: @JetsAndASwisher @Gook____ bitch fuck u http://t.co/pXmGA68NC1"" maybe you'll get better. Just http://t.co/TPreVwfq0S"
Harrasment,"""@Almightywayne__: Fuck Red Malone man bitch ass niggah"" could you please use complete sentences?"
Harrasment,"""@AutoWorId: Hennessey Venom GT &#128584; http://t.co/i8eGMnKaJ9"" that's one sexy bitch"
Harrasment,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!"
Harrasment,"""@BRO_HEN314: #Eaglesnation and every #Eagles need to see that pic I just posted because that bitch just said the most racist shit"""
Harrasment,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn"
Harrasment,"""@BaylaaGottaBody: &#128514;&#128514;&#128514;&#128514; I ain't shit ."" Damn Skippy lol"
Harrasment,"""@BeEasyJrizzy: u ever kill a ant on the sidewalk and think damn what if that nigga was on his way to get some pussy""No bs must b &gt;30%chance"
Harrasment,"""@BeenBasedB: @_KudaBrazyy http://t.co/LuUBGL9Y5u"" 0 rings 0 mvps 0 bitches lol"
Harrasment,"""@BeenFLYnSolo: ppl talk bad about the ghetto/hood ... but as a kid growing up, a nigga had funnnnnnn !"""
Harrasment,"""@BestProAdvice: The facts on tattoos...tattoo http://t.co/ZwnbhpDZ8e"" he's a pussy with not tattooing them nipples"
Harrasment,"""@Bill215_: &#128175;&#128175;&#128175; RT @nel_ayden Bitches be wanting to act like niggas so bad &#128553;&#128553;&#128553; that shit aint cuteeeee"" but niggas act like bitches.."
Harrasment,"""@BitchJones92: Get worshiping bitch! http://t.co/R37CejCjou"" woof woof"
Harrasment,"""@BlackChiquitita: Wow. RT @thatmanpalmer I'm lost. Are those buttcheek piercings? http://t.co/yn6guyOUQ6"" yeah she's a hoe"
Harrasment,"""@BlackNerdJade: Ok, sis."" She'd rather be a broke bitch? *shrugs* she'll have to tell me how it works for her"
Harrasment,"""@BrokenPiecesmsc: @ItsNotAdam faggot read my tweets after dat k"" it wasn't even funny lol"
Harrasment,"""@BrosConfessions: This bitch was so ungrateful http://t.co/06e77bGwbx"" fr ..... LULWHORE"
Harrasment,"""@CASHandBOOBIES: I been kidnapped yo bitch"""
Harrasment,"""@CCobey: @AydanMcCoy happy birthday nigs"" Thanks yo"
Harrasment,"""@CHlLDHOODRUINER: when ur teacher tells u that u have homework https://t.co/RKk5vawIj1"" this bitch need to go!!!"
Harrasment,"""@CaelanG15: ""@22EdHam: @CaelanG15 that nigga was eating that hoe lol"" Hell Yea lol john Paul"" nigga said john paul.. http://t.co/OSIpBKPr9h"
Harrasment,"""@CanIFuckOrNah: What would y'all lil ugly bald headed bitches do if they stop making make-up &amp; weave?"""
Harrasment,"""@CarelessOne92: Leafs better win this damn game so I can go riot and shit #EarlyChristmas"" you better start looting my nig"
Harrasment,"""@CauseWereGuys: Going back to school sucks more dick than the hoes who attend it."""
Harrasment,"""@CauseWereGuys: On my way to fuck yo bitch http://t.co/j906T5zE2R"" me as a 9 year old"
Harrasment,"""@CeleyNichole: @white_thunduh how come you never bring me food"" i dont have a car retard"
Harrasment,"""@ChadMFVerbeck: If Richnow doesn't show up with hella tinder hoes Im not his friend anymore"" chill I brought like like 8 prople"
Harrasment,"""@ChandlerParsons: How bout them Cowboys!!!!"" Shutup pussy"
Harrasment,"""@ClicquotSuave: LMAOOOOOOOOOOO this nigga @Krillz_Nuh_Care http://t.co/AAnpSUjmYI"" &lt;bitch want likes for some depressing shit..foh"
Harrasment,"""@Coley_Cee: @lil_aerii girl you know I was spitting that G shit to you &amp; you was going lbvs""bitch plz"
Harrasment,"""@Coley_Cee: Let me make a couple tweets off cuzzo page, so I won't get in twitter jail.""lmao bitch don't trick me again"
Harrasment,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds."""
Harrasment,"""@ComedyTruth: amen miley &#128591; http://t.co/P2Kb2tfyxr""okay, but she don't need to act like a hoe just bc she's ""emotionally damaged"" foh"
Harrasment,"""@CoryBandz: having one loyal female is wayyyyy better than having hoes , idc &#128175;"""
Harrasment,"""@Crhedrys: Pussy licking pussy.... meow meow #StopWhitePeople2014 &#128049; https://t.co/KeegDCjS5K&#8221;""""""""

&#128533;"
Harrasment,"""@DBAB_Holloway: Check out our 12th man. #CowboysNation"" even with all those faggot ny fans in the stands"
Harrasment,"""@DGotBricks: What happen to them vixen ent bitches"" they got ran and threw to the side like a foothill bitch"
Harrasment,"""@DaeDaviDavie: @white_thunduh im the bitch okay nudes pat &#128554;&#128527;&#128056;"" wow"
Harrasment,"""@DiamondLoudKush: The fuck be wrong with these bitches?"" Nobody knows"
Harrasment,"""@Dietrich1892: Yall shut up:p"" make me bitch"
Harrasment,"""@DionaIrish: I hate a ""I'm pregnant"" type of bitch."""
Harrasment,"""@DoYou_Q: Got bitches in the DM but I don't ever read'em"" which is y your top 3"
Harrasment,"""@Dommoneek: Little stupid as bitch I don't fuck with yoooooouuuu.."""
Harrasment,"""@DreadheadAri: she really asked me that dead ass serious tho, all i could say was ""bitch wheet"" LOL"
Harrasment,"""@Ferocious_Ghost: @1stName_Bravo Aw."" ...fag, don't tweet ""aw"" to me lol"
Harrasment,"""@Frosstyy_: @h0rheyd I didn't say anything tho"" kiss me then faggot"
Harrasment,"""@G27Status: I could go for a fat ass bitch on my lap"" same"
Harrasment,"""@GEDMelle: 17 missed calls!!!! &#128544;&#128545;""Das yo P.O bitch twitter finna be screamn #FreeMoneyMelle"
Harrasment,"""@GTM_Al: Ya side bitch gotta know it's rules to this shit..anybody ask you my cousin from jersey thinkin bout moving"" lmmfao &#128514;&#128514;&#128514;&#128514;"
Harrasment,"""@GagaTom1: &#8220;@MaleFoot: 3 | Amo los pies http://t.co/4QE1hDkK8i&#8221;"" fuck yeah"
Harrasment,"""@GirlThatsVonte: These hoes be thinking Meat won't slap they ass &#128564;&#128075;"" ainna bruh"
Harrasment,"""@GirlThatsVonte: Yall bitches wit no edges be doing the most talking &#128553;&#128564;&#9995;""&#128514;&#128514;&#128514;"
Harrasment,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit"
Harrasment,"""@Girllssues: I wanna have sex with my mom fuck her right in that pussy where I came from"" damn you got hacked like fuck"
Harrasment,"""@Gizzy_Jones94: If she kiss u with her eyes open watch that bitch!""lmfao"
Harrasment,"""@Goofstroop: You a woulda coulda shoulda ass hoe &#128563;&#128586;"""
Harrasment,"""@Gotti_LTF: Happy Bday Bitch Ass Nigga @JetsAndASwisher""preciate that bitch roll up!"
Harrasment,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"""
Harrasment,"""@HBMostDope: Ugly bitches be like I'm my own WCW duh bitch you ain't nobody elses&#128514;&#128514;"""
Harrasment,"""@HaloTGMG: @1stName_Bravo nigga you know we hacky sack hoes."" ...nah, I throw no look passes lmao"
Harrasment,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em."""
Harrasment,"""@HiImJoriB: I would wife a hoe only cuz we wouldn't care that we cheating in each other."" ...why force the relationship in the first place?"
Harrasment,"""@HornyFacts: Being single isn't an excuse to be a hoe."" @TheOneMiss_Luu"
Harrasment,"""@HoskinsTy96: White boy power bitch"" black power bitch"
Harrasment,"""@Hudgens_11: Lets get drunk, get blowed, spit shit spark blunts &amp; fuck hoes!"" Bro white dudes have no chill."
Harrasment,"""@IScoutGirls: @verbally_abrupt bitch where u been"" Around the world and back. Where you been?"
Harrasment,"""@ItsYahBoiRay: @anelylove if I don't get my dick sucked at yo party by a bad bitch I'm fr gone set it off &#128514;&#128514;&#128514;&#128514;"" *by @anelylove *"
Harrasment,"""@Itsyesie: #oomf is soooo cute. But he probably has hoes on him a lot."""
Harrasment,"""@JAYten9: In every cartoon theirs alway a @_nuffsaid15 saving these hoes lmao. http://t.co/9uKD8wtZ6x"" lmao damn captain SaveAHoe"
Harrasment,"""@JamesyNBA: I wish I was a bitch like my brother keezy &#128530;"" ooooow I bet you do"
Harrasment,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy"
Harrasment,"""@Jewelxo: Can pornhub just get a gaming stream feature so these dumb bitches can gtfo"" @Pornhub get on it Katie&lt;3"
Harrasment,"""@JoeBudden: stop being scared to choke her during sex u bitch ass niggas. She&#8217;ll like it."". Says the guy who hits women out of bed. FOH"
Harrasment,"""@Johnny55Perez: @white_thunduh ha well iguess I make them hoes loyal bro"" theyll never be loyal that y they hoes my nig"
Harrasment,"""@KazAtta: @1TAKEHOV Oh man.. ""its 5 am, you off a molly, ho where the fuck ya seed at??"""" #fixed"
Harrasment,"""@KelsieBelsi: You're not a man if you refer to every girl as a bitch"""
Harrasment,"""@KeyshawnSwag: Lmfao this cat started beating the shit out of me"" my nigga finally got some pussy?!? MY NIGGA!!!"
Harrasment,"""@KingCuh: @16stanleys io io alu record ho vine sai pe hahahaha"" lol anywaaaaaays..... haha"
Harrasment,"""@KingHendo95: @VonDreaam naw it's my old tape. new cover . my upcoming mixtape is #KingOfTheHill"" Yeah I'm waiting on that hoe Mayne!"
Harrasment,"""@KingTeej_: Ol dirty foot ass bitches.."" this was too funny to me."
Harrasment,"""@King_Shawn_6: @white_thunduh that's where I get my yellow flags for being amazing &#128079;&#128524;"" HELL YEAH NIGGY"
Harrasment,"""@KissMySmilee: Don't got time for bitches to be actin iffy."""
Harrasment,"""@KyraNadiya_: These hoes ain't loyal ; no they ain't http://t.co/h1UBsVbkGl""

Smfh &amp; wonder why nobody decent wants them"
Harrasment,"""@LCisTJ: Bruh, you studs keep thinking I'm soft as hell. Ask ya girl how many times she screamed she was my bitch. Oh okay. STFU."" BYE HOE!"
Harrasment,"""@LODYCASH: dry pussy bitches always blame it on the condom&#128514;""&#128079;&#128514;&#128079;&#128514;"
Harrasment,"""@LUNAraps: shut yo bitch ass up! https://t.co/IemN1u0gm5"" &#128557;&#128514;"
Harrasment,"""@LaFlareGodJosh: Gucci Mane in jail and dropping mixtapes every month and you hoes can't even text back"""
Harrasment,"""@Latrobemark: You love these hoes more then money wats wrong these niggas"""
Harrasment,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol"
Harrasment,"""@LiLFridayHOE: Easy cum, easy hoe"" That's a fact !"
Harrasment,"""@LifeAsBros: Charlie Sheen is too real http://t.co/gGGdK3kOV7"" major fucking respect for Charlie Sheen."
Harrasment,"""@Lightskingawdd: Wish I had a bae &#128533;""

You got all the hoes tho"
Harrasment,"""@Lil_Mike_12: Fuck twerking bitch can you cook ?"""
Harrasment,"""@Linniekravitz: @WesGodLaFlare bitch wtf"" http://t.co/DaSmycxODB"
Harrasment,"""@Lipe_the_Great: &#8220;@h0rheyd: ""@Lipe_the_Great: Shut up zoe"" fight me pussy&#8221; for zoe? I'm good, man."" You are good ma'am. Move along now"
Harrasment,"""@LolaaIsDope: Lmao fucking snake bitches"" @ em"
Harrasment,"""@Loveable_Aizah: Big booty hoes everywhere sheesh &#128525;"" damn &#127807;&#128064;&#127807;"
Harrasment,"""@MadFlyentist: Oregon chokes every year get off the field trash ass program"" RFT"
Harrasment,"""@MannyDiesel: Def not cowboy lol RT @ArtofFloyd: Terrell Owens was the best Eagle &amp; Cowboy ever"" ..dude cried like a bitch on tv, over Romo"
Harrasment,"""@Master11_: @20ToLife_ @GabrielaStarr How could u do this to me bitch"" potent"
Harrasment,"""@MegamindNick: @white_thunduh nah fam I gotta cheat with the hoes"" depends on the female i feel"
Harrasment,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"
Harrasment,"""@Miikito_x3: Toto means ass or vagina?""I think pussy cause toto santi is like nasty pussy"
Harrasment,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!"
Harrasment,"""@MileyCyrus: bitch couldn't kill my vibe if ya tried. &#127752;&#127752;&#127752;"" dis why i love miley :*"
Harrasment,"""@Montrell_: I'm tired of bitches saying I look mean.. &#128530;"" nigga you big af, wear tight shirts, and grim everybody."
Harrasment,"""@MvckFadden: ""Stay beautiful you bitch"""""
Harrasment,"""@NICKIMINAJ: #WutKinda

r purple. Ceeeleee""man this gurl was jus playin on the ""stupid hoe "" track. But in still shitted on sum gurls"
Harrasment,"""@NastyCopper: Money getting taller and bitches getting blurry"""
Harrasment,"""@NewsomeJade: I ain't never seen a bitch so obsessed with they nigga&#128514;"" I'm obsessed with mine &#128529;"
Harrasment,"""@Nicholas_ted33: Kobe stay talking trash. But let's not forget http://t.co/VH4tnEkvTP"" @J_Austin12 I meant to do this one. Smh."
Harrasment,"""@No_FAKINGG: People always asking me what I'm mixed with."" She a bad asian bitch lol"
Harrasment,"""@OfficialReplay: I am lowkey tired."" ...if you tired, be quiet and go to sleep hoe!"
Harrasment,"""@PRAYINGFORHEAD: &#8220;@macklemroe: Stop bringing weird niggers into my mentions! @PRAYINGFORHEAD&#8221; http://t.co/cussDJesRK"""
Harrasment,"""@PRETTyBOSs_BRAt: We don't love these hoes &#128080;&#128581;"""
Harrasment,"""@PatrickQuelo: If yo girl cant have homeboys you a ol weak bitch ass nigga!"""
Harrasment,"""@Patsfanjoe32: @d_palomino52 I think worst advice I gave you was "" don't be a pussy and speed up"" lol"""
Harrasment,"""@PoemsPorn: Quote this tweet with your favorite animal.""pussy"
Harrasment,"""@Poetic_Success: I hate when strippers tell you they're ""dancers"". Hoe, ballet dancers don't pop their pussy to Beethoven. You a STRIPPER!"""
Harrasment,"""@Poffalicious: Andrewbryant: Poff has double vision after 2 beers
Poff: ... Double pussy &#128526;"" smh"
Harrasment,"""@Poobie_: When bitches TWERK on the computer....

ME: ""In ya &#128089;, in ya damn &#128089;&#8252;&#65039;"""""
Harrasment,"""@ProdsJewel_: &#8220;@sreadthepeace: &#8220;@yungmindless: @PeacePunkPrince Prince, THIS is art. http://t.co/EPHRWxMBHr&#8221; nobody takin his bitch!"
Harrasment,"""@QUAN1T0: These bitches don't care they just play that role."""
Harrasment,"""@Queen_Kaaat: It took a while for you to find me, but I was hiding In the lime tree.""
@Iemonaids dis bitch in da wrong tree bro."
Harrasment,"""@ReachtheeCLIMAX: bitches can't cook but know how to suck dick .."" s/o to the ones that can do both!"
Harrasment,"""@RenegadeMo: Fat hoes get chose"" lol"
Harrasment,"""@RiahSM: #hoesaintloyal"" well they're hoes,no one expects them to be loyal"
Harrasment,"""@RishaaWilliams: @TRESHON_SCROOGE @_Nevertrustt ol bitch ass"" http://t.co/AmcOinY0wG"
Harrasment,"""@RnadJorell: Bruh im tired of niggas retweetin Miley Cyrus naked that bitch aint no types of bad"" lmaooo"
Harrasment,"""@SacTownProdigy: Just because tony romo at the mavs game dont mean he still not a bitch lmao.. Fuk them cowgirls"" lol bitch fuck you"
Harrasment,"""@SamJLayman : Holy shit, Freddie Highmore was in Charlie and the Chocolate Factory""
Me: *rolls on the floor, laughing*"
Harrasment,"""@Samirahusic_: ""I don't want to have sex with my gf because I feel like I'm using her.."" - anonymous"" Whata faggot"
Harrasment,"""@SexualGxfs: @ One of your followers with this &#128525;&#128553; http://t.co/F1TJl9xnCT"" @ somebody, bitch if you don't"
Harrasment,"""@Shaa_Jenkins: If ya bitch always bitching clearly she care!"" Or just an annoying Bitch!"
Harrasment,"""@ShanTaughtHer: These catfish hoes thinkin they slick.. But niggas catching on &#128524;"""
Harrasment,"""@SheWentToJordan: Can't worry about a bitch that ain't worried bout me"" #real"
Harrasment,"""@ShowArrive: Side hoes are for insecure niggas that can't handle a real one."""
Harrasment,"""@Shun_stokes: &#128514;&#128514;&#128514;&#128514;RT @bluprint_4: Lmao! This bitch come scooting in the tent like she about to fuck some shit up!"" &#128557;&#128557;&#128557;"
Harrasment,"""@Shun_stokes: My cousin said he share hoes with his brothers. He said sharing is caring and he love his brothers &#128514;"""
Harrasment,"""@SlimGirl_Probz: i'm hungry but ionn wanna spend my money on food&#128530;""Broke hoe problems &#128514;&#128514;&#128514;&#128128;"
Harrasment,"""@SmeegBaby: Dese hoes be LYIN to all of us nigga"""
Harrasment,"""@SnakecharmsDump: http://t.co/4b427dQZCV"" oh yeah fuck that bitch"
Harrasment,"""@StellaTex: Guess what? I also have zero time for your mansplaining! Adios!"" Stfu pussy"
Harrasment,"""@Strap__: I ain't sharing no bitch if you mines you mines &#128175;"""
Harrasment,"""@SukMySweetness: money only impress the simple broke bitches"""
Harrasment,"""@Sylvieamx: #Pisces will never be anybody's bitch, they don't let people control or change them."" Rigghhht"
Harrasment,"""@TayKnosBest: These hoes is crazy"""
Harrasment,"""@Taylorr_Babee: You ain't ever gonna be a slice bitch."" Kevin hart. (:"
Harrasment,"""@ThatniggaTroy: Oomf so fuckin fine tho &#128553; dam"" @ her, don't be no bitch."
Harrasment,"""@TheGamerKingKev: I wonder if the girl that gave head to 24 boys for a drink in magaluf has twitter"" she probly sends nudes for fags"
Harrasment,"""@TheNewSAT: #NewSATQuestions
Yeah bitch, yeah bitch, call me _______:
a.) Maybe
b.) Steve-O
c.) Later
d.) Jesse Pinkman""
@machinegunkelly"
Harrasment,"""@TheNymphoTweets: Hickies in between her thighs right by her pussy &gt;&gt;&gt;"" Its only right"
Harrasment,"""@TheOneMiss_Luu: Would you still love me when I'm no longer young and beautiful?"" No. Ugly monkey ass."
Harrasment,"""@TheRealRickyB21: @JetsAndASwisher @Gook____ y'all come through the front.""bitch I ain't coming"
Harrasment,"""@TheRealRickyB21: @JetsAndASwisher faggot bitch"" http://t.co/2HyyAbk4eH"
Harrasment,"""@The_Realist_Sam: @Madrid2_ yea, I'm on my iPad. I don't work this Friday. Let's ball this faggot up @TropicalBlanket""i work 2-5"
Harrasment,"""@TheoMaxximus: Chrus still supahot tho"" *walks up to teacher with test, drops test in that bitch fohead* http://t.co/nb5VgdssgI"
Harrasment,"""@Thornton25: &#8220;@KantKeepAhBYTCH: I love eating pussy lol I never get full lol&#8221; I can eat that shit forever lol"" and ever."
Harrasment,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;"
Harrasment,"""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;"
Harrasment,"""@Tmacc_GFG: BOBBY BITCH-by @BobbyShmurdaGS9 be getting me live as fuck"" hell yea i play that hoe before my workout"
Harrasment,"""@TreLeKidd: Yo bitch is Gucci Mane RT @JabariTheGreat : My bitch a stoner &#128175;&#128175; http://t.co/lt9LIJjpg9""&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
Harrasment,"""@TweetGameLazy: I can ride your bitch with no handle bars"""
Harrasment,"""@TyJonCuffee: And if you ain't a hoe get up out my traphoussseeeee"""
Harrasment,"""@UnHoly_Jack: These harbor bitches are all ""Party Bus hoes"""" Lol all?"
Harrasment,"""@Vbomb20: @Woodchuck20 pussy"" love it"
Harrasment,"""@VeronikaHumbert: Ultraviolence video, its coming you little bitch! #MTVHottest Lana Del Rey http://t.co/533fLbvWqh"" 

bitchy promo"
Harrasment,"""@VineForTheByrd: On my way to fuck your bitch https://t.co/4lMTFNL2iy""

LMFAO KITTYCOPTER"
Harrasment,"""@WBeezy_: ""@QuaTheGreat: Aww their avis look so cute together &#128145; http://t.co/9lPorCb8w0"" &#128128;&#128128;&#128128;"" do I gotta get Ike avi on this bitch ?"
Harrasment,"""@WBeezy_: ""@Run_DRC: Its simple, dont be a hoe=dont worry about being exposed &#128540;"" fight me""why ?"
Harrasment,"""@WannabeKanye: whys this bitch boosting herself http://t.co/uOd2f5WtKV""

Her size isn't exactly the most healthy tho"
Harrasment,"""@WitHaPrettyface: @_1nonlykeisha bet not be no bitches! &#128514;&#128080;&#128299;&#128299;&#128298;"" &#128514;&#128514; Kim bye!!!"
Harrasment,"""@X_XPDOTJDOT: Damn near gotta protect my tweets.. stalkers being annoying"" you got that dope dick. Drive these bitches loco"
Harrasment,"""@XoJennyGirl: I'm making marack my girlfriend ."" @marackaf aye b you pullin hoes just like o taught you"
Harrasment,"""@XoXo__Angiee: Bruno fag boy"" you love me."
Harrasment,"""@YEHits_Von: &#8220;@Run_DRC: I must be a bitch&#8221; you are &#128514;&#128514;&#128514; sike naw"" This why we always beefing &#128514;"
Harrasment,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"
Harrasment,"""@YoungRicooo: Happy birthday bitch nigga @WexicanAfro702"" Thanks pal"
Harrasment,"""@YoungRicooo: Sad knowing that most hoes won't fuck with you bc you ain't got stacks."" wait till friday"
Harrasment,"""@YunGMiGo: @Shane_A1 cinco shit harder fucc nigga""yee but you fucc wit rich homie cuz dats ya homeboy fucc nicca"
Harrasment,"""@ZoeBarton3: @h0rheyd ewww I said THAT last Sunday..as in the last Sunday I was there. Read it again nigs""&#128563;&#128563;&#128563;&#128563;&#128563;"
Harrasment,"""@_BaDa_Bing: I only punch real niggas in the face cause a pussy Nigga is gonna punch me right back"" Strong Mush or Shake.."
Harrasment,"""@_BeeDontCare My pussy still fresh"" &lt;----- something stank girls say."
Harrasment,"""@_GeeWillikers_: Ass slapping is one the greatest things. Haha. &#128527;"" I slapped a girl on the ass. . She got mad I aint get pussy for a week"
Harrasment,"""@_TommyCollins: @WeAreRichnow @buffalobills yeah Texans are so much better you fucking retard"" I see that you're mad about this."
Harrasment,"""@__MALIBUbarbie: Nd wtf is up with dark bitches with blonde.. PLEASE HAVE SEVERAL SEATS HOE!"" ..looking like black&amp;milds out here"
Harrasment,"""@__Sugga: There's a lane some bitches need to stay in &#128526;"" the left n get right the fuck outta our face &#128557;&#128129;&#128536;"
Harrasment,"""@__sneakyb: I hate when boys deny that they have bitches &#128080;&#128553;"" smh"
Harrasment,"""@__taradise__: Ya nigs out there still saying y'all don't eat butt?!"" WITH A STRAIGHT FACE!"
Harrasment,"""@__youreWelcome: Im a boss ass bitch"" ...that needs to sit in a corner"
Harrasment,"""@_iwantfranny: He's a hoe , I can't"""
Harrasment,"""@_prettyflvck0: Me And Paul Thinkin Bout Gettin Rentals For Da Weekend &#128665;&#128168;&#128168;""oooh shit bitches betta stay out da streets"
Harrasment,"""@_rapdreams: bitches hold they nigga down when he get locked up... but if a nigga go to college or the military it's a different story. &#128564;"""
Harrasment,"""@_simplycaitlin: why do my friends hate me"" because you a ratchet hoe.."
Harrasment,"""@adriwadrri: No love for these fuck niggas"" hoes*"
